-8.743772942388106983e+00,6.238511136957346714e+00,nan,nan
-4.839095000387501955e+00,6.300874844085266879e+00,nan,nan
-4.133641835671583387e+00,6.301963695213629535e+00,nan,nan
-3.517964371700240012e+00,6.301963909576083545e+00,nan,nan
1.896161392435433690e+00,6.301963909576471679e+00,nan,nan
1.908911447826699970e+00,6.301963909576471679e+00,nan,nan
1.910353650520437263e+00,6.301963909576471679e+00,nan,nan
1.910449691501823422e+00,6.301963909576471679e+00,nan,nan
1.910454620121999625e+00,6.301963909576471679e+00,nan,nan
1.910454738907118921e+00,6.301963909576471679e+00,nan,nan
1.910454740555018960e+00,6.301963909576471679e+00,nan,nan
1.910454740572211207e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
1.910454740572280485e+00,6.301963909576471679e+00,nan,nan
